message,attributes,tags,timestamp
-------------------,"{""level"":""info""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""33e74620-2bf3-476f-93c6-ffc82108fba8"",""replica"":""a3540021-e1cd-4283-9fcf-2544e69399c4""}",2026-01-30T09:25:30.757373918Z
-------------------,"{""level"":""info""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""33e74620-2bf3-476f-93c6-ffc82108fba8"",""replica"":""a3540021-e1cd-4283-9fcf-2544e69399c4""}",2026-01-30T09:25:30.757379747Z
--- DEBUG Z-API (CORRIGIDO V2) ---,"{""level"":""info""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""33e74620-2bf3-476f-93c6-ffc82108fba8"",""replica"":""a3540021-e1cd-4283-9fcf-2544e69399c4""}",2026-01-30T09:25:30.757385434Z
ClientToken Carregado: Fff75...75S,"{""level"":""info""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""33e74620-2bf3-476f-93c6-ffc82108fba8"",""replica"":""a3540021-e1cd-4283-9fcf-2544e69399c4""}",2026-01-30T09:25:30.757393417Z
Instancia: 3EAC5F9013FBC1A6E4426A53297556B7,"{""level"":""info""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""33e74620-2bf3-476f-93c6-ffc82108fba8"",""replica"":""a3540021-e1cd-4283-9fcf-2544e69399c4""}",2026-01-30T09:25:30.757393597Z
--- DEBUG Z-API (CORRIGIDO V2) ---,"{""level"":""info""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""33e74620-2bf3-476f-93c6-ffc82108fba8"",""replica"":""a3540021-e1cd-4283-9fcf-2544e69399c4""}",2026-01-30T09:25:30.757398562Z
ClientToken Carregado: Fff75...75S,"{""level"":""info""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""33e74620-2bf3-476f-93c6-ffc82108fba8"",""replica"":""a3540021-e1cd-4283-9fcf-2544e69399c4""}",2026-01-30T09:25:30.757408059Z
-------------------,"{""level"":""info""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""33e74620-2bf3-476f-93c6-ffc82108fba8"",""replica"":""a3540021-e1cd-4283-9fcf-2544e69399c4""}",2026-01-30T09:25:30.757408162Z
Instancia: 3EAC5F9013FBC1A6E4426A53297556B7,"{""level"":""info""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""33e74620-2bf3-476f-93c6-ffc82108fba8"",""replica"":""a3540021-e1cd-4283-9fcf-2544e69399c4""}",2026-01-30T09:25:30.757414873Z
-------------------,"{""level"":""info""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""33e74620-2bf3-476f-93c6-ffc82108fba8"",""replica"":""a3540021-e1cd-4283-9fcf-2544e69399c4""}",2026-01-30T09:25:30.757422564Z
