message,attributes,tags,timestamp
Starting Container,"{""level"":""info""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""a12337c0-4db8-4bc2-91fe-e599c55901c8"",""replica"":""dba24b16-5862-4cbe-a1d9-798ec6e1c2ac""}",2026-01-30T11:35:59.000000000Z
"INFO 2026-01-30 08:36:30,527 views [WebhookWhatsAppView] Recebido POST com dados: {'isStatusReply': False, 'chatLid': None, 'connectedPhone': '553132200964', 'waitingMessage': False, 'isEdit': False, 'isGroup': True, 'isNewsletter': False, 'instanceId': '3EAC5F9013FBC1A6E4426A53297556B7', 'messageId': 'ACF07BD61CDE49D4A74420F32562E8A6', 'phone': '120363388356346184-group', 'fromMe': False, 'momment': 1769772988001, 'status': 'RECEIVED', 'chatName': 'Parceiro Alex', 'senderPhoto': 'https://pps.whatsapp.net/v/t61.24694-24/534420346_1697715257559010_7329504431608474326_n.jpg?ccb=11-4&oh=01_Q5Aa3gHWKs-wXUucYIWoyt97nfc-wVak8HGDpgvSd_fRsWcHfA&oe=6989C312&_nc_sid=5e03e0&_nc_cat=103', 'senderName': 'ALEX VENDO A INTERNET NIO', 'photo': 'https://pps.whatsapp.net/v/t61.24694-24/476567311_635194799038932_8130670667807397571_n.jpg?ccb=11-4&oh=01_Q5Aa3gE_d53gqluyUePH23l1ktoL9cbxFz5-x0dRFxAhLRzVhA&oe=6989B48C&_nc_sid=5e03e0&_nc_cat=106', 'broadcast': False, 'participantPhone': '553175064962', 'participantLid': None, 'forwarded': False, 'type': 'ReceivedCallback', 'fromApi': False, 'text': {'message': 'A venda do Bruno'}, '_traceContext': {'traceId': 'bbbfdb08e96e68dfb6e9a5c89ead5d82', 'spanId': '02d0a7653d76fa4f'}}","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""a12337c0-4db8-4bc2-91fe-e599c55901c8"",""replica"":""dba24b16-5862-4cbe-a1d9-798ec6e1c2ac""}",2026-01-30T11:36:40.063590344Z
"INFO 2026-01-30 08:36:30,528 whatsapp_webhook_handler [Webhook] Payload completo recebido: {'isStatusReply': False, 'chatLid': None, 'connectedPhone': '553132200964', 'waitingMessage': False, 'isEdit': False, 'isGroup': True, 'isNewsletter': False, 'instanceId': '3EAC5F9013FBC1A6E4426A53297556B7', 'messageId': 'ACF07BD61CDE49D4A74420F32562E8A6', 'phone': '120363388356346184-group', 'fromMe': False, 'momment': 1769772988001, 'status': 'RECEIVED', 'chatName': 'Parceiro Alex', 'senderPhoto': 'https://pps.whatsapp.net/v/t61.24694-24/534420346_1697715257559010_7329504431608474326_n.jpg?ccb=11-4&oh=01_Q5Aa3gHWKs-wXUucYIWoyt97nfc-wVak8HGDpgvSd_fRsWcHfA&oe=6989C312&_nc_sid=5e03e0&_nc_cat=103', 'senderName': 'ALEX VENDO A INTERNET NIO', 'photo': 'https://pps.whatsapp.net/v/t61.24694-24/476567311_635194799038932_8130670667807397571_n.jpg?ccb=11-4&oh=01_Q5Aa3gE_d53gqluyUePH23l1ktoL9cbxFz5-x0dRFxAhLRzVhA&oe=6989B48C&_nc_sid=5e03e0&_nc_cat=106', 'broadcast': False, 'participantPhone': '553175064962', 'participantLid': None, 'forwarded': False, 'type': 'ReceivedCallback', 'fromApi': False, 'text': {'message': 'A venda do Bruno'}, '_traceContext': {'traceId': 'bbbfdb08e96e68dfb6e9a5c89ead5d82', 'spanId': '02d0a7653d76fa4f'}}","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""a12337c0-4db8-4bc2-91fe-e599c55901c8"",""replica"":""dba24b16-5862-4cbe-a1d9-798ec6e1c2ac""}",2026-01-30T11:36:40.063595564Z
"INFO 2026-01-30 08:36:30,528 whatsapp_webhook_handler [Webhook] Tipo do payload: <class 'dict'>","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""a12337c0-4db8-4bc2-91fe-e599c55901c8"",""replica"":""dba24b16-5862-4cbe-a1d9-798ec6e1c2ac""}",2026-01-30T11:36:40.064348711Z
"INFO 2026-01-30 08:36:30,528 whatsapp_webhook_handler [Webhook] Chaves disponíveis: ['isStatusReply', 'chatLid', 'connectedPhone', 'waitingMessage', 'isEdit', 'isGroup', 'isNewsletter', 'instanceId', 'messageId', 'phone', 'fromMe', 'momment', 'status', 'chatName', 'senderPhoto', 'senderName', 'photo', 'broadcast', 'participantPhone', 'participantLid', 'forwarded', 'type', 'fromApi', 'text', '_traceContext']","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""a12337c0-4db8-4bc2-91fe-e599c55901c8"",""replica"":""dba24b16-5862-4cbe-a1d9-798ec6e1c2ac""}",2026-01-30T11:36:40.064353371Z
"INFO 2026-01-30 08:36:30,528 whatsapp_webhook_handler [Webhook] Telefone extraído: 120363388356346184-group","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""a12337c0-4db8-4bc2-91fe-e599c55901c8"",""replica"":""dba24b16-5862-4cbe-a1d9-798ec6e1c2ac""}",2026-01-30T11:36:40.064357031Z
"INFO 2026-01-30 08:36:30,528 whatsapp_webhook_handler [Webhook] Mensagem extraída: A venda do Bruno","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""a12337c0-4db8-4bc2-91fe-e599c55901c8"",""replica"":""dba24b16-5862-4cbe-a1d9-798ec6e1c2ac""}",2026-01-30T11:36:40.064359861Z
"INFO 2026-01-30 08:36:30,528 whatsapp_webhook_handler [Webhook] Tipo da mensagem: <class 'str'>","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""a12337c0-4db8-4bc2-91fe-e599c55901c8"",""replica"":""dba24b16-5862-4cbe-a1d9-798ec6e1c2ac""}",2026-01-30T11:36:40.064363191Z
"INFO 2026-01-30 08:36:30,528 whatsapp_webhook_handler [Webhook] Mensagem recebida de 120363388356346184: A venda do Bruno","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""a12337c0-4db8-4bc2-91fe-e599c55901c8"",""replica"":""dba24b16-5862-4cbe-a1d9-798ec6e1c2ac""}",2026-01-30T11:36:40.064366191Z
"INFO 2026-01-30 08:36:30,528 whatsapp_webhook_handler [Webhook] Mensagem limpa (uppercase): A VENDA DO BRUNO","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""a12337c0-4db8-4bc2-91fe-e599c55901c8"",""replica"":""dba24b16-5862-4cbe-a1d9-798ec6e1c2ac""}",2026-01-30T11:36:40.064369211Z
